location,info
"del Pino, Cdad.","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
San Salvador.,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
Sarbia Maldonado Salgado,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
"del Pino, Cdad.","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
San Salvador.,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
Sarbia Maldonado Salgado,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
"del Pino, Cdad.","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
San Salvador.,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
Sarbia Maldonado Salgado,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
"del Pino, Cdad.","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
San Salvador.,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
Sarbia Maldonado Salgado,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
"del Pino, Cdad.","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
San Salvador.,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
La,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
Nueva,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
"cantón Potrero de Batres, San Isidro, Cabañas","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
La,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
Nueva,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
"cantón Potrero de Batres, San Isidro, Cabañas","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
La,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
Nueva,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
"cantón Potrero de Batres, San Isidro, Cabañas","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
La,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
Nueva,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
"cantón Potrero de Batres, San Isidro, Cabañas","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
La,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
Nueva,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
"cantón Potrero de Batres, San Isidro, Cabañas","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
| Capturan,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Capturan', 'confidence': 0.8943, 'entities': [], 'suggested': True, 'value': '| Capturan', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 142, 'end': 169, 'body': 'Tecuma en Izalco, Sonsonate', 'confidence': 0.5222, 'entities': [], 'suggested': True, 'value': 'Tecuma en Izalco, Sonsonate', 'type': 'value'}]"
"Tecuma en Izalco, Sonsonate","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Capturan', 'confidence': 0.8943, 'entities': [], 'suggested': True, 'value': '| Capturan', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 142, 'end': 169, 'body': 'Tecuma en Izalco, Sonsonate', 'confidence': 0.5222, 'entities': [], 'suggested': True, 'value': 'Tecuma en Izalco, Sonsonate', 'type': 'value'}]"
"SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 63, 'body': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'confidence': 0.9232, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'type': 'value'}]"
"SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 63, 'body': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'confidence': 0.9232, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'type': 'value'}]"
"SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 63, 'body': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'confidence': 0.9232, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'type': 'value'}]"
Elmer,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 42, 'end': 47, 'body': 'Elmer', 'confidence': 0.8589, 'entities': [], 'suggested': True, 'value': 'Elmer', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 159, 'end': 169, 'body': 'San Miguel', 'confidence': 0.871, 'entities': [], 'suggested': True, 'value': 'San Miguel', 'type': 'value'}]"
San Miguel,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 42, 'end': 47, 'body': 'Elmer', 'confidence': 0.8589, 'entities': [], 'suggested': True, 'value': 'Elmer', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 159, 'end': 169, 'body': 'San Miguel', 'confidence': 0.871, 'entities': [], 'suggested': True, 'value': 'San Miguel', 'type': 'value'}]"
La Libertad,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
Luis,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
yo,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
La Libertad,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
Luis,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
yo,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
